title,date,body,original_link,name
Idaho Water Resources,2014/15,"<div class=""centerColumn heightMatch""> 
 <h1 class=""PageTitle "">Idaho Water Resources</h1>
 <div class=""bodyCopy""> 
  <h2>&quot;Idaho Water Resources Research Institute at 50: A Half-Century of Issues, Research, and Results&quot;</h2> 
  <p><strong>Tuesday, December 2, 2014 | 12:30-1:30 p.m.&nbsp; <br /> Whitewater Room, Idaho Commons<br /> <br /> Presenters:&nbsp;<br /> Adam M. Sowards - History<br /> Brynn Lacabanne - Environmental Science<br /> <br /> <iframe width=""560"" height=""315"" frameborder=""0"" src=""//www.youtube.com/embed/Cb2CZA5xskw""></iframe><br /> <br /> Abstract<br /> </strong>This year marks the 50th anniversary of the Idaho Water Resources Research Institute (IWRRI). Designed to research and resolve Idaho’s water resource issues, as well as educate the public about them, IWRRI produced path-breaking research from groundwater issues to wild and scenic rivers designation to reclamation. Although IWRRI’s research tends toward the technical and specific, by scaling outward for a wider view and tracking it over time, the presenters reveal a fascinating history of Idaho’s recent challenges and opportunities related to water. <br /> <strong><br /> Biographies<br /> </strong>Adam M. Sowards is an environmental historian who focuses on North America, especially the West. His research focuses on conservation history and the intersection of environmental history and history of science. Most recently, he edited Idaho’s Place: A New History of the Gem State (University of Washington Press, 2014). Sowards has been at the University of Idaho since 2003 and has been active in interdisciplinary teaching, research, and service. <br /> <strong><br /> </strong>Brynn M. Lacabanne will graduate in December with an M.S. in Environmental Science with two master’s certificates (Restoration Ecology and Fire Ecology). She also holds an M.S. in Geographic Information Systems (GIS) and currently works for the Idaho Transportation Department's District 3 office as a GIS analyst. She is passionate about using GIS as a tool for education, especially in the context of environmental issues.<strong><br /> </strong></p>
 </div> 
</div>",http://www.uidaho.edu/class/mric/archives/Fall-2014/Idaho-Water-Resources,idaho-water-resources
Making Sense of the Election,2014/15,"<div class=""centerColumn heightMatch""> 
 <h1 class=""PageTitle "">Making Sense of the Election</h1>
 <div class=""bodyCopy""> 
  <h2>“Making Sense of the Election: Interpreting the 2014 Results, Looking Ahead to 2016”</h2> 
  <p><strong>Don Crowley, Brian Ellison &amp; Christina Cliff<br /> UI Department of Political Science<br /> <br /> Travis Ridout<br /> School of Politics, Philosophy and Public Affairs<br /> Washington State University</strong><br /> <br /> Tuesday, Nov. 11, 2014 12:30 p.m.<br /> Whitewater Room, Idaho Commons<br /> <br /> <iframe width=""560"" height=""315"" frameborder=""0"" src=""//www.youtube.com/embed/aN0WgI4ETDM""></iframe> <strong><br /> <br /> Abstract</strong><br /> With victories in the Nov. 4 elections, Republicans will control the U.S. Senate beginning in January. The party also made gains in the House of Representatives and successfully defended several key governorships. A panel of political scientists will discuss reasons for the Republicans’ strong showing at the polls, as well as implications for governance and foreign policy during the next two years. Panelists will also examine how the 2014 results will influence the 2016 presidential election.<br /> <br /> <strong>Biographies</strong><br /> <strong>Don Crowley </strong>is professor emeritus of political science at the University of Idaho and a former director of the Martin School. His research interests include privacy, the Supreme Court, and law and social change. He is the UI’s faculty secretary, a role in which he oversees and supports shared governance of the university.<br /> <br /> <strong>Christina Cliff</strong> is a lecturer in political science at the University of Idaho, where she earned her Ph.D. in 2011. She earned a bachelor’s degree from Washington State University and holds two master’s degrees from the American Military University. Her areas of interest include American politics, conflict studies and U.S. foreign policy.<br /> <br /> <strong>Brian Ellison </strong>is professor of political science and director of the Martin School at the University of Idaho. He previously served as chair of the Department of Government and Justice Studies at Appalachian State University, as director of the Joint MPA Program at the College of Charleston/University of South Carolina, and as director of the MPA program at Missouri State University. His primary fields of study are environmental politics, public administration and policy, and federalism.<br /> <br /> <strong>Travis Ridout</strong> is the Thomas S. Foley Distinguished Professor of Government and Public Policy and associate professor in the School of Politics, Philosophy and Public Affairs at Washington State University. He is co-director of the Wesleyan Media Project, which tracks all political ads aired in the United States. His research interests include political communication, voting, political participation, and elections and campaigns.<strong><br /> </strong></p>
 </div> 
</div>",http://www.uidaho.edu/class/mric/archives/Fall-2014/Making-Sense-of-the-Election,making-sense-of-the-election
Nanotechnology,2014/15,"<div class=""centerColumn heightMatch""> 
 <h1 class=""PageTitle "">Nanotechnology</h1>
 <div class=""bodyCopy""> 
  <h2>&quot;Advanced Magnetic Separation Nanotechnology for Used Nuclear Fuel Recycling&quot;</h2> 
  <p><strong>Tuesday, August 26, 2014 | 12:30-1:30 p.m.&nbsp; <br /> Whitewater Room, Idaho Commons<br /> <br /> Presenter:&nbsp;<br /> You Qiang - Department of Physics, </strong>Program in Environmental Science<br /> <br /> <br /> <strong>Abstract</strong> </p> 
  <p style=""line-height: 115%;"">To meet future energy needs without polluting the environment by ejecting carbon dioxide, nuclear energy is one of the best sources of clean energy. Any process for disposal of used nuclear fuel needs to have minimal impact on the environment. &nbsp;Plutonium and uranium recovery is performed using the PUREX process. However, this comes with certain disadvantages such as the requirement for large quantities of separation reagents and the generation of significant volumes of secondary waste that might increase the threat of proliferation. Magnetic Separation Nanotechnology developed at UI will provide an effective method for used nuclear fuel recycling, as it is a simple, versatile, compact and cost-efficient process that minimizes secondary waste and improves storage performance.</p> 
  <p> </p> 
  <p style=""line-height: 115%;""><strong>&nbsp;Biography</strong></p> 
  <p> </p> 
  <p style=""line-height: 115%;"">You Qiang is an associate professor of physics and adjunct professor in the Environmental Science Program, UI. He received his MS degree in 1985 from the Harbin Institute of Technology, China, and his Ph.D. in 1997 from the University of Freiburg, Germany. &nbsp;Dr. Qiang’s research focuses on nanophysics, nanomagnetism and magnetic nanomaterials. He has studied magnetic nanoparticles and their applications for more than 20 years. Dr. Qiang’s current research interests are: magnetic separation nanotechnology for spent nuclear fuel recycling, nano-sensor for nuclear radiation detection and high- temperature ferromagnetic &nbsp;semiconductor nanomaterials for solar energy and spintronics applications. </p>
 </div> 
</div>",http://www.uidaho.edu/class/mric/archives/Fall-2014/Nanotechnology,nanotechnology
News Literacy,2014/15,"<div class=""centerColumn heightMatch""> 
 <h1 class=""PageTitle "">News Literacy</h1>
 <div class=""bodyCopy""> 
  <h2>&quot;What is News Literacy and Why does It Matter?&quot;</h2> 
  <p><strong>Tuesday, October 7, 2014 | 12:30-1:30 p.m.&nbsp; <br /> Whitewater Room, Idaho Commons<br /> <br /> Presenter:&nbsp;<br /> Steve Smith - Journalism and Mass Media</strong></p> 
  <br /> 
  <iframe frameborder=""0"" width=""420"" height=""315"" src=""//www.youtube.com/embed/MpqWq19ZNgU""></iframe> 
  <br /> 
  <br /> 
  <strong>Abstract</strong>
  <br /> Studies show that young Americans are interested in news but are unlikely to seek it out from traditional (legacy) media such as newspapers or television. In the digital age, students get their news through social media, non-legacy blogs and Internet content providers – and the Daily Show. But much of the material that passes through the digital pipeline is fact-less punditry, false assertion or outright fabrication. News literacy education is designed to help students navigate the digital universe, sorting the true from the false and finding information needed for the exercise of citizenship. Prof. Smith includes a news literacy unit in his Media and Society course, based on a curriculum developed by the News Literacy Institute at Stony Brook University. He advocates a news literacy requirement for all UI students.
  <br /> 
  <br /> 
  <strong>Biography</strong>
  <br /> Steve Smith is a veteran news professional who last served as editor of The Spokesman-Review, the daily newspaper in Spokane. In a 38-year professional career, he was editor of newspapers in Salem, Oregon, and Colorado Springs, Colo., and worked two years as assistant to the vice presidents/news at Knight-Ridder Inc. He is a graduate of Northwestern University’s Newspaper Management Center advanced executive program and a mid-career development program at Duke University. He holds an M.A. in communication from The Ohio State University, where he was a Kiplinger fellow, and a B.S. in journalism from the University of Oregon. Smith has taught in the School of Journalism and Mass Media since 2010.
  <br />
 </div> 
</div>",http://www.uidaho.edu/class/mric/archives/Fall-2014/News-Literacy,news-literacy
Promoting writing and critical thinking,2014/15,"<div class=""centerColumn heightMatch""> 
 <h1 class=""PageTitle "">Promoting writing and critical thinking</h1>
 <div class=""bodyCopy""> 
  <h2>&quot;Promoting Writing and Critical Thinking in Undergraduate Classrooms&quot;</h2> 
  <p><strong>Wednesday, October 8, 2014 | 12:30-1:30 p.m.&nbsp; <br /> Crest-Horizons, Idaho Commons<br /> <br /> Presenter:&nbsp;<br /> John Bean - Seattle University, visiting scholar, Department of English</strong></p> 
  <iframe frameborder=""0"" width=""560"" height=""315"" src=""//www.youtube.com/embed/VixGK93A2kw""></iframe> 
  <strong><br /> <br /> Abstract</strong>
  <br /> Learning to write in a major field means learning to “think like a professional” in that discipline. Drawing on assignment examples from across the curriculum, this presentation will try to show how short writing assignments focused on authentic disciplinary problems can accelerate students’ growth from novice to expert within a disciplinary field. Using the principle of backward design of the curriculum—often facilitated by faculty-owned assessment—faculty can create assignments that gradually increase in complexity and difficulty. By scaffolding assignments within a course or curriculum, faculty can help novices learn to do undergraduate research-- to pose disciplinary questions, conduct inquiry, write literature reviews that position their work within a conversation, and produce their own idea-rich arguments. 
  <br /> 
  <br /> 
  <strong>Biography</strong>
  <br /> John C. Bean is an emeritus professor of English at Seattle University, where he held the title of “Consulting Professor of Writing and Assessment.” He has an undergraduate degree from Stanford (1965) and a Ph.D. from the University of Washington (1972). He is the author of Engaging Ideas: The Professor’s Guide to Writing, Critical Thinking, and Active Learning in the Classroom, 2nd edition (Jossey-Bass, 2011. He has published numerous articles on writing and writing-across-the-curriculum as well as on literary subjects including Shakespeare and Spenser. His current research and writing focus on the development of institutional assessment strategies that promote productive faculty conversations about teaching and learning. 
  <br />
 </div> 
</div>",http://www.uidaho.edu/class/mric/archives/Fall-2014/Promoting-writing-and-critical-thinking,promoting-writing-and-critical-thinking
Remembering A. Philip Randolph,2014/15,"<div class=""centerColumn heightMatch""> 
 <h1 class=""PageTitle "">Remembering A. Philip Randolph</h1>
 <div class=""bodyCopy""> 
  <h2>&quot;Remembering A. Philip Randolph: Lessons from a Lifetime of Social Activism&quot;</h2> 
  <p><strong>Tuesday, September 16, 2014 | 12:30-1:30 p.m.&nbsp; <br /> Whitewater Room, Idaho Commons<br /> <br /> Presenter:&nbsp;<br /> Andrew Kersten - Dean, College of Letters, Arts and Social Sciences</strong><br /> <br /> <iframe frameborder=""0"" width=""560"" height=""315"" src=""//www.youtube.com/embed/B0R8XUDruxc""></iframe> <strong><br /> <br /> Abstract</strong><strong> </strong></p> 
  <strong> </strong>
  <p style=""line-height: 115%;"">A. Philip Randolph was born in 1889 and died in 1979. Over&nbsp;those 90 years, he established himself as a leading figure in the civil rights and labor&nbsp;movements. Although largely forgotten today, he made many contributions that have&nbsp;continuing influences. As a historian of social and political movements,&nbsp;Prof. Kersten recently has returned to Randolph, focusing on the various ways in which to view his career as well as to understand Randolph’s own words themselves. His talk will focus on Randolph’s historic contributions to American life and history as well as the historical project to recover his words.</p> 
  <p style=""line-height: 115%;""><strong></strong><strong>Biography</strong></p> 
  <p> </p> 
  <p style=""line-height: 115%;"">Andrew E. Kersten is dean of the College of Letters, Arts and Social Sciences. As an undergraduate, he attended the University of Wisconsin-Madison. He did his graduate work at the University of Cincinnati. Among his books are:&nbsp;<em>A. Philip Randolph: A Life in the Vanguard</em>,&nbsp;<em>Clarence Darrow: American Iconoclast</em>, and&nbsp;<em>Reframing Randolph: Labor, Black Freedom, and the Legacies of A. Philip Randolph</em>&nbsp;(with Clarence Lang).&nbsp;</p>  
  <p><strong> </strong><br /> <br /> <br /> </p> 
  <a onclick=""_gaq.push(['_trackPageview','/exit/www.pinterest.com/pin/create/extension/']);"" href=""http://www.pinterest.com/pin/create/extension/"" target=""_blank""></a>
 </div> 
</div>",http://www.uidaho.edu/class/mric/archives/Fall-2014/Remembering-A-Philip-Randolph,remembering-a-philip-randolph
Sustainable town development,2014/15,"<div class=""centerColumn heightMatch""> 
 <h1 class=""PageTitle "">Sustainable town development</h1>
 <div class=""bodyCopy""> 
  <h2>&quot;Sustainable Town Development in the Intermountain West&quot;</h2> 
  <p><strong>Tuesday, October 21, 2014 | 12:30-1:30 p.m.&nbsp; <br /> Whitewater Room, Idaho Commons<br /> <br /> Presenter:&nbsp;<br /> Wendy McClure - Architecture (emeritus)</strong></p> 
  <iframe frameborder=""0"" width=""560"" height=""315"" src=""//www.youtube.com/embed/SV81U6mI2Ko""></iframe> 
  <p><strong><br /> Abstract</strong></p> 
  <p>Historic mining towns in the Intermountain West persist along a spectrum that includes virtual ghost towns, towns that have been preserved by deliberate policy or neglect, and towns that are being transformed by unbridled contemporary development. Why did some towns persevere during the mining era and others fail? During the post-mining era, why have some communities been more successful at preserving their historic contexts and adapting them to fit the needs of contemporary economies and culture? What lessons might be learned to help guide sustainable development in small towns?&nbsp; The presentation and discussion will use representative mining communities throughout the Rocky Mountain West to help address these questions. </p> 
  <p>&nbsp;<strong>Biography</strong></p> 
  <p>Wendy McClure is the first woman architecture faculty member at the University of Idaho to earn tenure and promotion and to serve as department chair. In 2011, she received a UI Teaching Excellence Award in recognition of her program to engage students and communities in action-based, service-learning partnerships.&nbsp; During her 27 years at the university, Prof. McClure developed an integrated program for teaching, scholarship and outreach, which targeted the revitalization needs of more than 50 Northwest communities.&nbsp; Through the venues of architectural practice, ongoing scholarship and community activism, she continues to pursue strategies for sustainable community development and revitalization. </p> 
  <p>&nbsp;</p>
 </div> 
</div>",http://www.uidaho.edu/class/mric/archives/Fall-2014/Sustainable-town-development,sustainable-town-development
The guitar from forest to concert hall,2014/15,"<div class=""centerColumn heightMatch""> 
 <h1 class=""PageTitle "">The guitar from forest to concert hall</h1>
 <div class=""bodyCopy""> 
  <h2>&quot;The Guitar from Forest to Concert Hall&quot;</h2> 
  <p><strong>Tuesday, November 18, 2014 | 12:30-1:30 p.m.&nbsp; <br /> Whitewater Room, Idaho Commons<br /> <br /> Presenter:&nbsp;<br /> James Reid - Music</strong></p> 
  <iframe width=""560"" height=""315"" frameborder=""0"" src=""//www.youtube.com/embed/lLwoH3S96-A""></iframe> 
  <br /> 
  <br /> 
  <strong>Abstract</strong>
  <br /> Before it is heard in a concert hall, a handmade classical guitar is raw wood in a forest. A builder chooses his woods from a seller of tone woods and when a player orders a guitar, a series of decisions are made regarding the selection of woods and many other variables before a concert instrument is produced. This presentation will reveal the decisions made by a performer ordering a hand-made guitar and the relationship that develops between builder and performer. The presentation will conclude with a short performance.
  <br /> 
  <br /> 
  <strong>Biography</strong>
  <br /> Over the past 35 years, James Reid has performed hundreds of times throughout the United States and Canada appearing in concerts for guitar societies, colleges and universities, and for arts councils. Mr. Reid is the founder of the Northwest Guitar Festival and the director of the guitar program at the University of Idaho. 
  <br /> He has been a featured artist at numerous festivals, including the Sun Waves Guitar Festival in Miami, the Portland Guitar Festival, Guitar New Orleans, the Guitar and Lute Institute, the Elkhorn Festival, and the Fairbanks Summer Music Festival. In addition, his music has been aired on many public radio and television broadcasts in the West. Mr. Reid has released eight solo recordings most recently Guitarra Americana, which features the premiere recording of Mr. Reid’s composition Homages as well as works by Abel Carlevaro and Gwyneth Walker.
  <br /> 
  <br /> 
  <br />
 </div> 
</div>",http://www.uidaho.edu/class/mric/archives/Fall-2014/The-guitar-from-forest-to-concert-hall,the-guitar-from-forest-to-concert-hall
Trends and Expanding Opportunities in Asia,2014/15,"<div class=""centerColumn heightMatch""> 
 <h1 class=""PageTitle "">Trends and Expanding Opportunities in Asia</h1>
 <div class=""bodyCopy""> 
  <h2>&quot;Trends and expanding opportunities in Asia&quot;</h2> 
  <p><strong>Tuesday, September 9, 2014 | 12:30-1:30 p.m.&nbsp; <br /> Whitewater Room, Idaho Commons<br /> <br /> Presenters:&nbsp;<br /> James Moriarty - Former ambassador to Nepal and Bangladesh<br /> Lauren Kahea Moriarty - Former ambassador to APEC (Asia-Pacific Economic Cooperation)</strong><br /> <br /> <iframe frameborder=""0"" width=""560"" height=""315"" src=""//www.youtube.com/embed/K4fAcQrXBss""></iframe> <br /> <strong><br /> Abstract</strong> </p> 
  <p style=""line-height: 115%;"">Ambassadors James and Lauren Moriarty will consider three main topics: Why Asia matters; how Asia is getting more complicated; and, how the United States – including government, nongovernmental organizations, businesses and others – should respond.&nbsp;Mr. Moriarty will focus on trends, while Ms. Moriarty, a former dean of the Asia-Pacific Center for Security Studies, will consider opportunities for collaboration in higher education. </p> 
  <p> </p> 
  <p style=""line-height: 115%;""><strong>&nbsp;</strong></p> 
  <p> </p> 
  <p style=""line-height: 115%;""><strong>Biographies</strong></p> 
  <p> </p> 
  <p style=""line-height: 115%;""><strong>James Moriarty </strong>was ambassador to Nepal in 2004-2007 and Bangladesh in 2008-2011. In 2002-2004, he was senior director at the National Security Council, where he was responsible for coordinating U.S. policy on East Asia, South Asia and the Pacific.&nbsp; As deputy director of the State Department’s Office of United Nations (UN) Political Affairs in 1991-93, Moriarty coordinated U.S. policy on UN Security Council issues. &nbsp;<em>Mr. Moriarty will also address “Asia’s Nation States and Other Actors: Opportunities and Challenges for the U.S.,” at 7 p.m. Sept. 10 in the Administration Building Auditorium.</em></p> 
  <p> </p> 
  <p style=""line-height: 115%;"">&nbsp;<strong>Lauren Kahea Moriarty</strong> is the former dean of the Asia Pacific Center for Security Studies at the University of Hawai’i, Manoa. Previously, she served as U.S. Ambassador to APEC from 2003 to 2005, becoming the first ambassador of Native Hawaiian descent in U.S. history. She has served as a senior foreign service officer in Nepal; the director of the State Department’s Office of East African Affairs; the Minister-Counselor for Economic Affairs at the U.S. Embassy in Beijing, China; and the Deputy Head at the American Institute in Taiwan. </p> 
  <p> <a onclick=""_gaq.push(['_trackPageview','/exit/www.pinterest.com/pin/create/extension/']);"" href=""http://www.pinterest.com/pin/create/extension/"" target=""_blank""></a><br /> <br /> </p> 
  <a onclick=""_gaq.push(['_trackPageview','/exit/www.pinterest.com/pin/create/extension/']);"" href=""http://www.pinterest.com/pin/create/extension/"" target=""_blank""></a>
  <a onclick=""_gaq.push(['_trackPageview','/exit/www.pinterest.com/pin/create/extension/']);"" href=""http://www.pinterest.com/pin/create/extension/"" target=""_blank""></a>
  <br /> 
  <a onclick=""_gaq.push(['_trackPageview','/exit/www.pinterest.com/pin/create/extension/']);"" href=""http://www.pinterest.com/pin/create/extension/"" target=""_blank""></a>
 </div> 
</div>",http://www.uidaho.edu/class/mric/archives/Fall-2014/Trends-and-Expanding-Opportunities-in-Asia,trends-and-expanding-opportunities-in-asia
What-is-an-Educated-Person 2,2014/15,"<div class=""centerColumn heightMatch""> 
 <h1 class=""PageTitle "">What-is-an-Educated-Person 2</h1>
 <div class=""bodyCopy""> 
  <h2></h2> 
  <h2 style=""text-align: left;"">&quot;What is an Educated Person (2)?&quot;</h2> 
  <p style=""text-align: left;""><strong>Address by Ryanne Pilgeram, Assistant Professor, Sociology<br /> </strong></p> 
  <strong><span> </span><span> </span></strong> 
  <p style=""text-align: left;""><strong><span>Wednesday, November 5, 2014, 6:00 p.m.<br /> Vandal Ballroom, Student Union Building</span></strong></p> 
  <p><strong>Abstract</strong><br /> Eugenics, a philosophical position positing that humans, like wheat on the Palouse, could be engineered through “better” breeding, was taught at the University of Idaho (as well as many other land-grant universities) through at least the 1940s (Glenna, Gollnick, and Jones, 2007)*. This position allowed for the forced sterilization of people deemed “undesirable” and was widely popular until Hitler’s use of eugenics was shown in horrific detail. Using this idea of as a starting point, this talk considers how knowledge is produced and the responsibilities of people to be aware of their particular social position and epistemology. Encouraging learners to dwell in contradictions and be open to others’ worldview, this talk explores the importance of a liberal arts education in creating an educated populace for a healthy democracy. <br /> <br /> <strong>Biography</strong><br /> Ryanne Pilgeram is an assistant professor in the Department of Sociology and Anthropology and director of the Certificate in Diversity and Stratification at the University of Idaho. Her research and teaching focuses on social inequalities and environmental sociology. Pilgeram’s work has appeared in a variety of academic journals, most recently Rural Sociology and Environmental Communication: a Journal of Nature and Culture. She is the recipient of the UI’s 2014 Hoffman Award for Teaching Excellence. Pilgeram earned a Ph.D. from the University of Oregon in 2010 and joined the UI faculty that year.<br /> <br /> <br /> * Glenna, L. L., Gollnick, M. A., &amp; Jones, S. S. (2007). “Eugenic Opportunity Structures Teaching Genetic Engineering at US Land-Grant Universities Since 1911.” Social Studies of Science, 37(2), 281-296.<br /> <br /> </p> 
  <h2></h2>
 </div> 
</div>",http://www.uidaho.edu/class/mric/archives/Fall-2014/What-is-an-Educated-Person-2,what-is-an-educated-person-2
About,2015/16,"<div class=""centerColumn heightMatch""> 
 <h1 class=""PageTitle hideAbsoluteToFarLeft"">About</h1>
 <div class=""bodyCopy""> 
  <p>&nbsp;</p> 
  <p>The Malcolm M. Renfrew Interdisciplinary Colloquium is named after Professor Malcolm M. Renfrew, esteemed chemist, teacher, artist, trombonist, philanthropist, and Vandal. Professor Renfrew has combined an interest in science with enduring interests in the arts and humanities. An important and influential chemist and teacher, Professor Renfrew is also an accomplished painter. His robust curiosity made Professor Renfrew a fixture in the early years of the University Interdisciplinary Colloquium, providing important and helpful guidance to the series directors. </p> 
  <div dir=""ltr"">
   &nbsp;
  </div> 
  <div dir=""ltr"">
   It is with great pleasure that we acknowledge his interdisciplinary life and influence by renaming the University Interdisciplinary Colloquium in his honor. Each semester, the series will host one or two &quot;Renfrew Lectures&quot; that focus on bridging the two cultures of science and the humanities/arts. 
  </div>
 </div> 
</div>",http://www.uidaho.edu/class/mric/aboutmalcomrenfrew,aboutmalcomrenfrew
A Pedagogical Model for Team-based Interdisciplinary Doctoral Education,2015/16,"<h1>A Pedagogical Model for Team-based Interdisciplinary Doctoral Education</h1> 
<div class=""obj-sixtysix-thirtythree row""> 
 <div class=""col-sm-12 col-md-8""> 
  <div class=""ui-obj-video youtube"" data-autoplay=""off"" data-source=""youtube""> 
   <div class=""video-container stripe-light""> 
    <iframe id=""video-397edd93-4a49-4a79-9965-e6eac34bbd54-"" src=""https://www.youtube.com/embed/ZSi8Tlinu_A"" frameborder=""0"" ></iframe> 
   </div> 
   <div class=""caption""> 
    <h2 class=""h3"">A pedagogical model for team-based interdisciplinary doctoral education</h2> 
    <p>Presented by Nilsa A. Bosque-P&eacute;rez, Department of Plant, Soil and Entomological Sciences.</p> 
   </div> 
  </div> 
 </div> 
 <div class=""col-sm-12 col-md-4""> 
  <h4><a href=""http://www.uidaho.edu/cals/entomology-plant-pathology-and-nematology/our-people/nilsa-bosque-perez"">Nilsa A. Bosque-P&eacute;rez</a></h4> 
  <p>Department of Plant, Soil and Entomological Sciences</p> 
  <p><em>Presented with support of the Provost’s Office and University Honors Program</em></p> 
 </div> 
</div> 
<div class=""obj-sixtysix-thirtythree row""> 
 <div class=""col-sm-12 col-md-8""> 
  <h4>Abstract</h4> 
  <p>Interdisciplinary efforts are critical to address the complex problems our society faces. This talk will highlight a model for educating doctoral students for careers involving interdisciplinary, team-based research created as part of two National Science Foundation Integrative Graduate Research and Education Traineeship (NSF-IGERT) projects. The educational model was developed by faculty at the University of Idaho and the Tropical Agricultural Research and Higher Education Center (CATIE) in Costa Rica. The model involves: </p> 
  <ul> 
   <li>Identification of integrated research questions combining team members’ disciplines;</li> 
   <li>Coursework to review theoretical underpinnings of interdisciplinarity and develop integrated research proposals to address research questions;</li> 
   <li>Meetings and workshops to enhance team cohesiveness;</li> 
   <li>Engagement with stakeholders;</li> 
   <li>Interdisciplinary team research that yields joint dissertation chapters and publications.&nbsp;</li> 
  </ul> 
  <p>The model achieved a level of integration unique among graduate education programs. More than 40 doctoral students have participated over the past 15 years. Using examples from IGERT projects, the talk will emphasize the importance of interdisciplinary team research and training for graduate students.</p> 
  <h4>Biography</h4> 
  <p>Nilsa Bosque-P&eacute;rez obtained her B.Sc. in agronomy and soil science from the University of Puerto Rico, Mayag&uuml;ez, and her M.S. and Ph.D. in entomology at the University of California, Davis. A UI faculty member since 1997, she serves as project director and student mentor in the UI-CATIE NSF-IGERT project “Evaluating resilience of ecological and social systems in changing landscapes.” She previously served as Director of the IGERT project “Ecosystem management in tropical and temperate regions: integrating education in sustainable production and biodiversity conservation” (2001-2008). Her many awards include the UI’s Award for Excellence in Interdisciplinary or Collaborative Efforts.</p> 
 </div> 
 <div class=""col-sm-12 col-md-4""> 
 </div> 
</div>",https://www.uidaho.edu/class/mric/archive/2015-fall/a-pedagogical-model-for-team-based-interdisciplinary-doctoral-education,interdisciplinary-doctoral-education
"Cocaine, Cattle & Conservation: Drivers of Deforestation in Honduras",2015/16,"<h1>Cocaine, Cattle &amp; Conservation: Drivers of Deforestation in Honduras</h1> 
<div class=""obj-sixtysix-thirtythree row""> 
 <div class=""col-sm-12 col-md-8""> 
  <div class=""ui-obj-video youtube"" data-autoplay=""off"" data-source=""youtube""> 
   <div class=""video-container stripe-light""> 
    <iframe id=""video-64e50502-fb9e-4b04-b377-d3cc0b2ede9c-"" src=""https://www.youtube.com/embed/i-z4VIWN2n4"" frameborder=""0"" ></iframe> 
   </div> 
   <div class=""caption""> 
    <h2 class=""h3"">Cocaine, Cattle and Conservation: Drivers of Deforestation in Honduras</h2> 
    <p>Presented by Spencer Plumb, Department of Natural Resources and Society</p> 
   </div>  
  </div> 
 </div> 
 <div class=""col-sm-12 col-md-4""> 
  <h4><a href=""http://www.uidaho.edu/cnr/departments/natural-resources-and-society"">Spencer Plumb</a></h4> 
  <p>Department of Natural Resources &amp; Society</p> 
  <p><em>Presented with support of the Provost’s Office and University Honors Program</em></p> 
  <!-- HTML GHOST! --> 
  <!-- Spooky! --> 
  <!-- OOOOOOoooOOOOOOOOOOooOOOOOOoooOOOoooooOOOOOOooo --> 
  <!-- 
<p>Tuesday, Nov. 3, 2015<br />
12:30 to 1:30 p.m.<br />
Whitewater Room, Idaho Commons</p>
 --> 
 </div> 
</div> 
<div class=""obj-sixtysix-thirtythree row""> 
 <div class=""col-sm-12 col-md-8""> 
  <h4>Abstract</h4> 
  <p>Within the last ten years, frontier forests of Central America have become a strategic distribution center for drug traffickers transporting cocaine from South America into the United States. While drug trafficking is known to have deleterious societal effects, the relationship between drug trafficking and deforestation in Central America is not well understood.</p> 
  <p>This research investigates the connection between drug trafficking and deforestation in the Rio Platano Biosphere Reserve (RPBR) of Honduras. Remote sensing analyses of Landsat and SPOT images show that deforestation rates have accelerated and the size of deforestation patches have increased in the RPBR in the last ten &nbsp;years.</p> 
  <p>Results from secondary data, key informant interviews and community surveys conducted, indicate that the direct and indirect effects of drug money laundering through cattle ranching are a major driver of tropical deforestation. Under these circumstances, market-based payments from REDD+ (Reducing Emissions from Deforestation and Forest Degradation) for forest conservation are neither politically tenable nor economically powerful enough to stop forest conversion.</p> 
  <p>These results reveal new proximate and underlying drivers of deforestation in the Mesoamerican Biological Corridor. Recommendations for REDD+ include project designs that support local governance and provide development opportunities to stem land-use change driven by lucrative, albeit illegal activities.</p> 
  <h4>Biography</h4> 
  <p>Spencer Plumb is a program associate for the Southern Rockies with the National Forest Foundation and a Ph.D. candidate in the Natural Resources and Society department in the UI’s College of Natural Resources. His research focuses on the institutional designs and programmatic tools that encourage effective management of ecosystem services. His research has spanned a variety of contexts, including: deforestation in Honduras, freshwater flows in the Columbia Basin and forest restoration on Federal. Plumb holds a bachelor's degree in organization communication from the University of Portland and a master's in environmental science and policy from Northern Arizona University. He is a former Doris Duke Conservation Fellow and National Science Foundation GK-12 Teaching Fellow.</p> 
 </div> 
 <div class=""col-sm-12 col-md-4""> 
 </div> 
</div>",https://www.uidaho.edu/class/mric/archive/2015-fall/cocaine-cattle-and-conservation,cocaine-cattle-and-conservation
